51,1610612766,0021900191,"NOV 18, 2019",CHA @ TOR,L,6,8,0.429,240,33,78,0.423,15,45,0.333,15,24,0.625,9,28,37,26,3,8,19,19,96
52,1610612766,0021900177,"NOV 16, 2019",CHA @ NYK,W,6,7,0.462,240,36,87,0.414,17,48,0.354,14,19,0.737,12,30,42,22,5,3,10,18,103
53,1610612766,0021900167,"NOV 15, 2019",CHA vs. DET,W,5,7,0.417,240,43,96,0.448,13,35,0.371,10,16,0.625,14,27,41,22,10,3,10,17,109
54,1610612766,0021900154,"NOV 13, 2019",CHA vs. MEM,L,4,7,0.364,240,43,87,0.494,16,36,0.444,15,19,0.789,7,27,34,27,8,5,15,12,117
55,1610612766,0021900134,"NOV 10, 2019",CHA @ PHI,L,4,6,0.4,240,38,84,0.452,14,33,0.424,16,22,0.727,6,25,31,22,9,1,13,19,106
56,1610612766,0021900128,"NOV 09, 2019",CHA vs. NOP,L,4,5,0.444,240,36,88,0.409,12,35,0.343,26,34,0.765,13,29,42,27,10,2,21,27,110
57,1610612766,0021900112,"NOV 07, 2019",CHA vs. BOS,L,4,4,0.5,240,33,86,0.384,6,31,0.194,15,21,0.714,9,40,49,21,7,9,20,19,87
58,1610612766,0021900097,"NOV 05, 2019",CHA vs. IND,W,4,3,0.571,265,42,88,0.477,10,31,0.323,28,42,0.667,10,27,37,22,7,4,13,17,122
59,1610612766,0021900083,"NOV 02, 2019",CHA @ GSW,W,3,3,0.5,240,36,85,0.424,5,29,0.172,16,23,0.696,16,32,48,18,6,1,12,15,93
60,1610612766,0021900064,"OCT 30, 2019",CHA @ SAC,W,2,3,0.4,240,46,84,0.548,16,32,0.5,10,14,0.714,10,36,46,30,8,3,20,17,118
61,1610612766,0021900051,"OCT 28, 2019",CHA @ LAC,L,1,3,0.25,240,36,83,0.434,14,39,0.359,10,14,0.714,9,29,38,24,5,3,21,23,96
62,1610612766,0021900040,"OCT 27, 2019",CHA @ LAL,L,1,2,0.333,240,35,91,0.385,10,35,0.286,21,23,0.913,13,32,45,19,7,4,14,20,101
63,1610612766,0021900018,"OCT 25, 2019",CHA vs. MIN,L,1,1,0.5,240,37,84,0.44,12,29,0.414,13,26,0.5,9,33,42,26,6,5,19,29,99
64,1610612766,0021900003,"OCT 23, 2019",CHA vs. CHI,W,1,0,1.0,240,45,88,0.511,23,44,0.523,13,16,0.813,9,32,41,28,3,4,19,18,126
